doc_id,clause_text,label,explanation
contract_99591,"In the event of any breach of this Agreement by Company, including but not limited to failure to make timely payment, unauthorized use of the Services, or violation of any term or condition hereof, Company shall pay to Provider as liquidated damages and not as a penalty, an amount equal to one hundred percent (100%) of the total contract value, which amount the parties agree represents a reasonable estimate of the damages that Provider would incur as a result of such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_87741,"In the event of any breach of this Agreement by Customer, including but not limited to failure to make timely payment, unauthorized use of the Services, or violation of any term or condition hereof, Customer shall pay to Provider as liquidated damages and not as a penalty, an amount equal to one hundred percent (100%) of the total contract value, which amount the parties agree represents a reasonable estimate of the damages that Provider would incur as a result of such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_70068,"In the event of any breach of this Agreement by Client, including but not limited to failure to make timely payment, unauthorized use of the Services, or violation of any term or condition hereof, Client shall pay to Provider as liquidated damages and not as a penalty, an amount equal to one hundred percent (100%) of the total contract value, which amount the parties agree represents a reasonable estimate of the damages that Provider would incur as a result of such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_74135,"In the event of any breach of this Agreement by Client, including but not limited to failure to make timely payment, unauthorized use of the Services, or violation of any term or condition hereof, Client shall pay to Provider as liquidated damages and not as a penalty, an amount equal to one hundred percent (100%) of the total contract value, which amount the parties agree represents a reasonable estimate of the damages that Provider would incur as a result of such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_61595,"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of law principles. Any legal action or proceeding arising under or relating to this Agreement shall be brought exclusively in the federal or state courts located in Delaware, and the parties hereby irrevocably consent to the personal jurisdiction and venue of such courts. The parties waive any objection to such jurisdiction and venue.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_96771,"Provider reserves the right to modify, amend, or change the terms and conditions of this Agreement at any time, in its sole discretion, by posting the modified Agreement on its website or by providing notice to Client. Client's continued use of the Services after such modification shall constitute acceptance of the modified terms.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_92764,"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of law principles. Any legal action or proceeding arising under or relating to this Agreement shall be brought exclusively in the federal or state courts located in Delaware, and the parties hereby irrevocably consent to the personal jurisdiction and venue of such courts. The parties waive any objection to such jurisdiction and venue.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_12240,"Any breach of the confidentiality obligations set forth in this Agreement by Client shall constitute a material breach of this Agreement and shall result in immediate payment to Provider of Five Hundred Thousand Dollars ($500,000) as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including but not limited to injunctive relief and recovery of attorneys' fees and costs.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_39454,"Provider reserves the right, in its sole and absolute discretion, without prior notice or liability to Client or any third party, to modify, suspend, discontinue, or terminate the Services, or any portion thereof, at any time, for any reason or no reason, including but not limited to maintenance, updates, or business decisions. Provider shall not be liable for any damages, losses, or expenses incurred by Client as a result of such modification, suspension, discontinuation, or termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_73357,"Client agrees that Provider's liability for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort, strict liability, or any other legal theory, shall be unlimited and shall include, without limitation, direct, indirect, incidental, special, consequential, and punitive damages, even if Provider has been advised of the possibility of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_96239,"The Company shall indemnify, defend, and hold harmless the Client, its affiliates, officers, directors, employees, agents, and successors from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including reasonable attorneys' fees and costs) of any kind whatsoever, whether known or unknown, arising out of or relating to this Agreement, the Services, or any breach thereof, without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_55271,"All fees paid by Client hereunder are non-refundable under any and all circumstances, including but not limited to: (a) termination of this Agreement by either party for any reason; (b) breach of this Agreement by Provider; (c) force majeure events; (d) Client's dissatisfaction with the Services; (e) Client's inability to use the Services; or (f) any other reason whatsoever. Client acknowledges and agrees that no refunds, credits, or reimbursements will be provided under any circumstances.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_52999,"Provider reserves the right, in its sole and absolute discretion, without prior notice or liability to Company or any third party, to modify, suspend, discontinue, or terminate the Services, or any portion thereof, at any time, for any reason or no reason, including but not limited to maintenance, updates, or business decisions. Provider shall not be liable for any damages, losses, or expenses incurred by Company as a result of such modification, suspension, discontinuation, or termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_76221,"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of law principles. Any legal action or proceeding arising under or relating to this Agreement shall be brought exclusively in the federal or state courts located in Delaware, and the parties hereby irrevocably consent to the personal jurisdiction and venue of such courts. The parties waive any objection to such jurisdiction and venue.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_61924,"The Service Provider shall indemnify, defend, and hold harmless the Client, its affiliates, officers, directors, employees, agents, and successors from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including reasonable attorneys' fees and costs) of any kind whatsoever, whether known or unknown, arising out of or relating to this Agreement, the Services, or any breach thereof, without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_40979,"Client hereby waives, to the fullest extent permitted by applicable law, any and all rights, claims, or causes of action it may have against Provider, including but not limited to rights to a jury trial, rights to participate in class actions, rights to seek punitive or exemplary damages, and any other rights that may be available under applicable law.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_69795,"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT ANY WARRANTIES OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY, OR OTHERWISE, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT, TITLE, QUIET ENJOYMENT, OR ACCURACY. PROVIDER DISCLAIMS ALL WARRANTIES TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_32629,"Provider may terminate this Agreement at any time, for any reason or no reason, with or without cause, immediately upon written notice to Client, without liability, penalty, or obligation of any kind. Upon such termination, Client shall immediately cease all use of the Services and return or destroy all Confidential Information.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_65764,"Provider shall not be liable for any loss, corruption, destruction, alteration, or unauthorized access to Purchaser data, information, or content, regardless of the cause, including but not limited to system failures, security breaches, cyber attacks, acts of third parties, force majeure events, or Provider's negligence. Purchaser acknowledges that it is solely responsible for maintaining adequate backups of all Purchaser data and that Provider has no obligation to maintain, store, or backup Purchaser data.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_47138,"Client hereby waives, to the fullest extent permitted by applicable law, any and all rights, claims, or causes of action it may have against Provider, including but not limited to rights to a jury trial, rights to participate in class actions, rights to seek punitive or exemplary damages, and any other rights that may be available under applicable law.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_86715,"Client agrees that Provider's liability for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort, strict liability, or any other legal theory, shall be unlimited and shall include, without limitation, direct, indirect, incidental, special, consequential, and punitive damages, even if Provider has been advised of the possibility of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_45971,"Provider may terminate this Agreement at any time, for any reason or no reason, with or without cause, immediately upon written notice to Client, without liability, penalty, or obligation of any kind. Upon such termination, Client shall immediately cease all use of the Services and return or destroy all Confidential Information.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_55531,"Any dispute, controversy, or claim arising out of or relating to this Agreement, or the breach, termination, or validity thereof, shall be settled exclusively by binding arbitration in accordance with the Commercial Arbitration Rules of the American Arbitration Association. The arbitration shall be conducted in [City, State], and the arbitrator's decision shall be final and binding. The parties hereby waive any right to a jury trial and agree that arbitration shall be the sole and exclusive remedy for any disputes. Each party shall bear its own costs and attorneys' fees.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_13244,"Any breach of the confidentiality obligations set forth in this Agreement by Client shall constitute a material breach of this Agreement and shall result in immediate payment to Provider of Five Hundred Thousand Dollars ($500,000) as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including but not limited to injunctive relief and recovery of attorneys' fees and costs.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_29593,"Provider reserves the right to modify, amend, or change the terms and conditions of this Agreement at any time, in its sole discretion, by posting the modified Agreement on its website or by providing notice to Client. Client's continued use of the Services after such modification shall constitute acceptance of the modified terms.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_84456,"Company agrees that Provider's liability for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort, strict liability, or any other legal theory, shall be unlimited and shall include, without limitation, direct, indirect, incidental, special, consequential, and punitive damages, even if Provider has been advised of the possibility of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_48827,"All fees paid by Client hereunder are non-refundable under any and all circumstances, including but not limited to: (a) termination of this Agreement by either party for any reason; (b) breach of this Agreement by Provider; (c) force majeure events; (d) Client's dissatisfaction with the Services; (e) Client's inability to use the Services; or (f) any other reason whatsoever. Client acknowledges and agrees that no refunds, credits, or reimbursements will be provided under any circumstances.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_23652,"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT ANY WARRANTIES OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY, OR OTHERWISE, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT, TITLE, QUIET ENJOYMENT, OR ACCURACY. PROVIDER DISCLAIMS ALL WARRANTIES TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_64140,"The Service Provider shall indemnify, defend, and hold harmless the Client, its affiliates, officers, directors, employees, agents, and successors from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including reasonable attorneys' fees and costs) of any kind whatsoever, whether known or unknown, arising out of or relating to this Agreement, the Services, or any breach thereof, without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_87994,"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT ANY WARRANTIES OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY, OR OTHERWISE, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT, TITLE, QUIET ENJOYMENT, OR ACCURACY. PROVIDER DISCLAIMS ALL WARRANTIES TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_51938,"Provider reserves the right to modify, amend, or change the terms and conditions of this Agreement at any time, in its sole discretion, by posting the modified Agreement on its website or by providing notice to Client. Client's continued use of the Services after such modification shall constitute acceptance of the modified terms.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_60955,"This Agreement shall automatically renew for successive periods of one (1) year each unless either party provides written notice of non-renewal at least ninety (90) days prior to the expiration of the then-current term. In the event of early termination by Client for any reason other than Provider's material breach, Client shall pay to Provider all remaining fees due under this Agreement for the entire term, plus a termination fee equal to fifty percent (50%) of the annual contract value, which Client acknowledges is a reasonable estimate of Provider's damages and not a penalty.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_69518,"Any dispute, controversy, or claim arising out of or relating to this Agreement, or the breach, termination, or validity thereof, shall be settled exclusively by binding arbitration in accordance with the Commercial Arbitration Rules of the American Arbitration Association. The arbitration shall be conducted in Boston, Massachusetts, and the arbitrator's decision shall be final and binding. The parties hereby waive any right to a jury trial and agree that arbitration shall be the sole and exclusive remedy for any disputes. Each party shall bear its own costs and attorneys' fees.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_10834,"All fees paid by Client hereunder are non-refundable under any and all circumstances, including but not limited to: (a) termination of this Agreement by either party for any reason; (b) breach of this Agreement by Provider; (c) force majeure events; (d) Client's dissatisfaction with the Services; (e) Client's inability to use the Services; or (f) any other reason whatsoever. Client acknowledges and agrees that no refunds, credits, or reimbursements will be provided under any circumstances.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_11863,"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT ANY WARRANTIES OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY, OR OTHERWISE, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT, TITLE, QUIET ENJOYMENT, OR ACCURACY. PROVIDER DISCLAIMS ALL WARRANTIES TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_53141,"Provider shall not be liable for any loss, corruption, destruction, alteration, or unauthorized access to Client data, information, or content, regardless of the cause, including but not limited to system failures, security breaches, cyber attacks, acts of third parties, force majeure events, or Provider's negligence. Client acknowledges that it is solely responsible for maintaining adequate backups of all Client data and that Provider has no obligation to maintain, store, or backup Client data.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_65014,"Client may not assign, transfer, or delegate this Agreement or any of its rights or obligations hereunder without the prior written consent of Provider, which consent may be withheld in Provider's sole and absolute discretion. Any attempted assignment, transfer, or delegation without such consent shall be null and void.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_80882,"The Service Provider shall indemnify, defend, and hold harmless the Client, its affiliates, officers, directors, employees, agents, and successors from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including reasonable attorneys' fees and costs) of any kind whatsoever, whether known or unknown, arising out of or relating to this Agreement, the Services, or any breach thereof, without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_26796,"All fees paid by Client hereunder are non-refundable under any and all circumstances, including but not limited to: (a) termination of this Agreement by either party for any reason; (b) breach of this Agreement by Provider; (c) force majeure events; (d) Client's dissatisfaction with the Services; (e) Client's inability to use the Services; or (f) any other reason whatsoever. Client acknowledges and agrees that no refunds, credits, or reimbursements will be provided under any circumstances.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_10776,"The Service Provider shall indemnify, defend, and hold harmless the Client, its affiliates, officers, directors, employees, agents, and successors from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including reasonable attorneys' fees and costs) of any kind whatsoever, whether known or unknown, arising out of or relating to this Agreement, the Services, or any breach thereof, without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_78309,"Client may not assign, transfer, or delegate this Agreement or any of its rights or obligations hereunder without the prior written consent of Provider, which consent may be withheld in Provider's sole and absolute discretion. Any attempted assignment, transfer, or delegation without such consent shall be null and void.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_40234,"In the event of any breach of this Agreement by Client, including but not limited to failure to make timely payment, unauthorized use of the Services, or violation of any term or condition hereof, Client shall pay to Provider as liquidated damages and not as a penalty, an amount equal to one hundred percent (100%) of the total contract value, which amount the parties agree represents a reasonable estimate of the damages that Provider would incur as a result of such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_92091,"Client hereby waives, to the fullest extent permitted by applicable law, any and all rights, claims, or causes of action it may have against Provider, including but not limited to rights to a jury trial, rights to participate in class actions, rights to seek punitive or exemplary damages, and any other rights that may be available under applicable law.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_13288,"Any dispute, controversy, or claim arising out of or relating to this Agreement, or the breach, termination, or validity thereof, shall be settled exclusively by binding arbitration in accordance with the Commercial Arbitration Rules of the American Arbitration Association. The arbitration shall be conducted in [City, State], and the arbitrator's decision shall be final and binding. The parties hereby waive any right to a jury trial and agree that arbitration shall be the sole and exclusive remedy for any disputes. Each party shall bear its own costs and attorneys' fees.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_88875,"Client agrees that Provider's liability for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort, strict liability, or any other legal theory, shall be unlimited and shall include, without limitation, direct, indirect, incidental, special, consequential, and punitive damages, even if Provider has been advised of the possibility of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_21684,"In the event of any breach of this Agreement by Client, including but not limited to failure to make timely payment, unauthorized use of the Services, or violation of any term or condition hereof, Client shall pay to Provider as liquidated damages and not as a penalty, an amount equal to one hundred percent (100%) of the total contract value, which amount the parties agree represents a reasonable estimate of the damages that Provider would incur as a result of such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_80267,"All fees paid by Client hereunder are non-refundable under any and all circumstances, including but not limited to: (a) termination of this Agreement by either party for any reason; (b) breach of this Agreement by Provider; (c) force majeure events; (d) Client's dissatisfaction with the Services; (e) Client's inability to use the Services; or (f) any other reason whatsoever. Client acknowledges and agrees that no refunds, credits, or reimbursements will be provided under any circumstances.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_92649,"All fees paid by Client hereunder are non-refundable under any and all circumstances, including but not limited to: (a) termination of this Agreement by either party for any reason; (b) breach of this Agreement by Provider; (c) force majeure events; (d) Client's dissatisfaction with the Services; (e) Client's inability to use the Services; or (f) any other reason whatsoever. Client acknowledges and agrees that no refunds, credits, or reimbursements will be provided under any circumstances.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_42444,"Provider shall not be liable for any loss, corruption, destruction, alteration, or unauthorized access to Client data, information, or content, regardless of the cause, including but not limited to system failures, security breaches, cyber attacks, acts of third parties, force majeure events, or Provider's negligence. Client acknowledges that it is solely responsible for maintaining adequate backups of all Client data and that Provider has no obligation to maintain, store, or backup Client data.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_61840,"Client may not assign, transfer, or delegate this Agreement or any of its rights or obligations hereunder without the prior written consent of Provider, which consent may be withheld in Provider's sole and absolute discretion. Any attempted assignment, transfer, or delegation without such consent shall be null and void.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_92825,"Client hereby waives, to the fullest extent permitted by applicable law, any and all rights, claims, or causes of action it may have against Provider, including but not limited to rights to a jury trial, rights to participate in class actions, rights to seek punitive or exemplary damages, and any other rights that may be available under applicable law.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_71111,"Client agrees that Provider's liability for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort, strict liability, or any other legal theory, shall be unlimited and shall include, without limitation, direct, indirect, incidental, special, consequential, and punitive damages, even if Provider has been advised of the possibility of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
contract_92037,"Provider reserves the right, in its sole and absolute discretion, without prior notice or liability to Purchaser or any third party, to modify, suspend, discontinue, or terminate the Services, or any portion thereof, at any time, for any reason or no reason, including but not limited to maintenance, updates, or business decisions. Provider shall not be liable for any damages, losses, or expenses incurred by Purchaser as a result of such modification, suspension, discontinuation, or termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk."
