clause_text,label
"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT WARRANTY OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT",LOW
"In consideration of the mutual promises and covenants contained herein, the parties agree to the following terms and conditions.",LOW
"The provisions of this Agreement that by their nature should survive termination will survive termination, including without limitation: confidentiality obligations, indemnification obligations, limitation of liability, dispute resolution, and any other provisions that expressly or by their nature are intended to survive termination.",MEDIUM
IN WITNESS WHEREOF the parties hereto have set their respective hands the day and the year herein above written.,LOW
WHEREAS the Buyer is engaged in the business of professional services and desires to engage the services of the Seller.,LOW
"Provider will not be liable for any loss, corruption, or unauthorized access to Customer Data, regardless of the cause, including without limitation: (a) system failures or malfunctions; (b) security breaches or cyber attacks; (c) acts of third parties, including hackers; (d) force majeure events; (e) Provider's negligence; or (f) any other cause.",MEDIUM
"THIS AGREEMENT is entered into on this 20 day of October, 2023 between Company, a corporation organized under the laws of New York, and Customer, a partnership organized under the laws of New York.",LOW
"""Effective Date"" means the date on which this Agreement is executed by both parties, as set forth on the signature page hereof.",LOW
"All intellectual property rights in and to the Services, including but not limited to copyrights, trademarks, trade secrets, patents, and other proprietary rights, are and will remain the exclusive property of Provider and its licensors. Customer will not acquire any rights in such intellectual property except as expressly granted in this Agreement.",MEDIUM
"Customer may not assign, transfer, or delegate this Agreement or any of its rights or obligations hereunder without Provider's prior written consent, which may be withheld in Provider's sole and absolute discretion. Any attempted assignment, transfer, or delegation without such consent will be null and void and of no force or effect.",LOW
WHEREAS the Parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"IN WITNESS WHEREOF, the parties have executed this Agreement as of the date first written above.",LOW
THIS AGREEMENT has been executed on the date first written above by and between Licensor (hereinafter called 'licensor') and Licensee (hereinafter called 'licensee').,LOW
This Agreement shall commence on the Effective Date and shall continue until terminated in accordance with the provisions hereof.,LOW
"WHEREAS the Institute has empanelled some agencies for providing operational services to its mess of Halls of Residence as per the terms and conditions, specifications and general conditions of the contract, as attached along with this agreement.",LOW
"Upon such termination, Customer will immediately cease all use of the Services and return or destroy all Confidential Information",LOW
IN WITNESS WHEREOF the parties hereto have set their respective hands the day and the year herein above written.,LOW
This Agreement shall commence on the Effective Date and shall continue until terminated in accordance with the provisions hereof.,LOW
WHEREAS the Company is engaged in the business of software development and desires to engage the services of the Customer.,LOW
"Any breach of the confidentiality obligations set forth in this Agreement will constitute a material breach of this Agreement and will cause Provider irreparable harm. In the event of such breach, Customer will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity.",MEDIUM
"IN WITNESS WHEREOF, the parties have executed this Agreement as of the date first written above.",LOW
The headings in this Agreement are for convenience only and shall not affect the interpretation of this Agreement.,LOW
This Agreement shall commence on the Effective Date and shall continue until terminated in accordance with the provisions hereof.,LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
"""Effective Date"" means the date on which this Agreement is executed by both parties, as set forth on the signature page hereof.",LOW
"If any provision of this Agreement is held to be invalid, illegal, or unenforceable, the validity, legality, and enforceability of the remaining provisions shall not in any way be affected or impaired thereby.",LOW
"THIS AGREEMENT has been made on this __th day of October, 2012 at IIT Kanpur BETWEEN Indian Institute of Technology Kanpur (hereinafter referred to as the Institute) incorporated as a body of corporate under the Institute of Technology Act, 1961, through its Director (represented by Dean of Students' Affairs, Chairman, Council of Wardens & Warden-in-Charge/Warden of Hall of Residence No.-__.)",LOW
WHEREAS the Parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
The headings in this Agreement are for convenience only and shall not affect the interpretation of this Agreement.,LOW
WHEREAS the Parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
IN WITNESS WHEREOF the parties hereto have set their respective hands the day and the year herein above written.,LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
"THIS AGREEMENT is entered into on this 5 day of February, 2020 between Licensor, a corporation organized under the laws of Delaware, and Licensee, a corporation organized under the laws of Delaware.",LOW
"IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM. THIS LIMITATION WILL APPLY REGARDLESS OF THE THEORY OF LIABILITY, WHETHER BASED ON CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, OR OTHERWISE.",LOW
"Provider shall indemnify, defend, and hold harmless Customer and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Provider's breach of this Agreement, without limitation or exception.",HIGH
"In consideration of the payments to be made to the Service Provider, as hereinafter provided and agreed to by both the parties, the Service Provider shall upon and subject to the said condition execute and complete the contract.",LOW
"""Effective Date"" means the date on which this Agreement is executed by both parties, as set forth on the signature page hereof.",LOW
"THIS AGREEMENT is entered into on this 9 day of February, 2024 between Lessor, a partnership organized under the laws of Florida, and Lessee, a corporation organized under the laws of Florida.",LOW
"All notices required or permitted under this Agreement will be in writing and will be deemed given: (a) when delivered personally; (b) when sent by certified mail (return receipt requested), postage prepaid; (c) when sent by a recognized overnight courier service; or (d) when sent by email (with confirmation of receipt), in each case to the addresses specified in this Agreement.",LOW
"IN WITNESS WHEREOF, the parties have caused this Agreement to be executed by their duly authorized representatives as of the date first written above.",LOW
"IN WITNESS WHEREOF, the parties have executed this Agreement as of the date first written above.",LOW
"NOW, THEREFORE, the parties hereto, intending to be legally bound, hereby agree as follows:",LOW
"""Agreement"" means this document, including all schedules, exhibits, and appendices attached hereto, as may be amended from time to time in accordance with the terms hereof.",LOW
"""Agreement"" means this document, including all schedules, exhibits, and appendices attached hereto, as may be amended from time to time in accordance with the terms hereof.",LOW
"NOW, THEREFORE, the parties hereto, intending to be legally bound, hereby agree as follows:",LOW
"THIS AGREEMENT has been made on this 19 day of March, 2023 at Mumbai BETWEEN Buyer (hereinafter referred to as the buyer) AND Seller (hereinafter referred to as the seller).",LOW
"Either party may terminate this Agreement upon 30 days' prior written notice to the other party if the other party materially breaches this Agreement and fails to cure such breach within such 30-day period. Upon termination, each party will return or destroy all Confidential Information of the other party in its possession or control.",LOW
NOW therefore it is hereby agreed as follows:,LOW
"IN WITNESS WHEREOF, the parties have executed this Agreement as of the date first written above.",LOW
Customer agrees to pay Provider the fees set forth in this Agreement within 30 days of receipt of invoice,LOW
"In consideration of the payments to be made to the Service Provider, as hereinafter provided and agreed to by both the parties, the Service Provider shall upon and subject to the said condition execute and complete the contract. 2",LOW
The headings in this Agreement are for convenience only and shall not affect the interpretation of this Agreement.,LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
This Agreement shall commence on the Effective Date and shall continue until terminated in accordance with the provisions hereof.,LOW
"Neither party may assign this Agreement or any rights or obligations hereunder without the prior written consent of the other party, except that either party may assign this Agreement without consent: (a) to an affiliate that is controlled by, controls, or is under common control with such party; or (b) in connection with a merger, acquisition, or sale of all or substantially all of the assets of such party's business.",LOW
"Neither party will be liable for any failure or delay in performance under this Agreement due to circumstances beyond its reasonable control, including but not limited to: acts of God, war, terrorism, riots, embargoes, acts of civil or military authorities, fire, floods, accidents, network or Internet failures, strikes, or shortages of transportation facilities, fuel, energy, labor, or materials.",LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
"IN WITNESS WHEREOF, the parties have executed this Agreement as of the date first written above.",LOW
The Lessor shall pay the Lessee such sums as shall become payable hereunder at the time and in the manner specified in the said conditions.,LOW
WHEREAS the Parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"WHEREAS the Client wishes to engage the services of the Provider, and the Provider is willing to provide such services, subject to the terms and conditions set forth herein.",LOW
WHEREAS the Client is engaged in the business of software development and desires to engage the services of the Vendor.,LOW
"WHEREAS Buyer has agreed as per the terms and conditions, specifications and general conditions of the contract, as attached along with this agreement.",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"The following terms, when used in this Agreement, shall have the meanings set forth in this Section:",LOW
"If Customer terminates this Agreement before the end of the then-current term, Customer will remain responsible for all fees payable for the remainder of the term, and Provider may charge Customer a termination fee equal to 75% of the remaining contract value.",HIGH
"Provider reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice",HIGH
"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; and (d) any other rights that may be available under applicable law.",LOW
"The Employer shall pay the Employee the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
"THIS AGREEMENT is entered into on this 27 day of October, 2016 between Client, a partnership organized under the laws of California, and Vendor, a limited liability company organized under the laws of California.",LOW
"All fees paid by Customer are non-refundable. Customer acknowledges that Provider has no obligation to refund any fees under any circumstances, including but not limited to: (i) termination of this Agreement by either party for any reason; (ii) Customer's dissatisfaction with the Services; (iii) Customer's inability to access or use the Services; or (iv) any other reason.",HIGH
"In the event of such breach, Customer will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity.",LOW
"""Business Day"" means any day that is not a Saturday, Sunday, or other day on which commercial banks in [City, State] are authorized or required by law to remain closed.",LOW
"This Agreement will be governed by and construed in accordance with the laws of the State of California, without regard to its conflict of law principles.",LOW
"NOW, THEREFORE, the parties hereto, intending to be legally bound, hereby agree as follows:",LOW
"If any provision of this Agreement is held to be invalid, illegal, or unenforceable, the validity, legality, and enforceability of the remaining provisions shall not in any way be affected or impaired thereby.",LOW
"Customer agrees to pay Provider the fees set forth in this Agreement within 30 days of receipt of invoice. Late payments will bear interest at the rate of 1.5% per month or the maximum rate permitted by applicable law, whichever is less. Customer will reimburse Provider for all costs and expenses, including reasonable attorneys' fees, incurred in collecting any overdue amounts.",LOW
"In consideration of the payments to be made to the Employee, as hereinafter provided and agreed to by both the parties, the Employee shall upon and subject to the said condition execute and complete the contract.",LOW
NOW therefore it is hereby agreed as follows:,LOW
"No modification, amendment, or waiver of any provision of this Agreement shall be effective unless in writing and signed by both parties.",LOW
The headings in this Agreement are for convenience only and shall not affect the interpretation of this Agreement.,LOW
The parties acknowledge that they have read and understood this Agreement and have had the opportunity to consult with legal counsel before executing this Agreement.,LOW
"In consideration of the payments to be made to the Buyer, as hereinafter provided and agreed to by both the parties, the Buyer shall upon and subject to the said condition execute and complete the contract.",LOW
"Customer will reimburse Provider for all costs and expenses, including reasonable attorneys' fees, incurred in collecting any overdue amounts.",LOW
"IN WITNESS WHEREOF, the parties have caused this Agreement to be executed by their duly authorized representatives as of the date first written above.",LOW
"The Client shall pay the Vendor the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
Customer will not acquire any rights in such intellectual property except as expressly granted in this Agreement.,MEDIUM
WHEREAS the Parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"The Company shall pay the Contractor the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
"Provider reserves the right to modify the terms and conditions of this Agreement at any time, in its sole discretion, by posting the modified Agreement on Provider's website or by providing notice to Customer via email. Customer's continued use of the Services after such modification will constitute Customer's acceptance of the modified terms.",LOW
"This Agreement, together with any exhibits, schedules, or attachments attached hereto, constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior and contemporaneous agreements, understandings, negotiations, and communications, whether written or oral, relating to such subject matter.",LOW
"WHEREAS Licensor has contracted as per the terms and conditions, specifications and general conditions of the contract, as attached along with this agreement.",LOW
"Provider shall indemnify, defend, and hold harmless Customer and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Provider's breach of this Agreement, without limitation or exception.",HIGH
"If such negotiations are unsuccessful within 60 days, the parties agree to submit the dispute to mediation before a mutually agreed mediator before pursuing other remedies.",LOW
"In consideration of the payments to be made to the Service Provider, as hereinafter provided and agreed to by both the parties, the Service Provider shall upon and subject to the said condition execute and complete the contract.",LOW
"The Buyer shall pay the Seller the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
"The Licensor shall pay the Licensee the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
Customer's continued use of the Services after such modification will constitute Customer's acceptance of the modified terms.,LOW
This Agreement shall commence on the Effective Date and shall continue until terminated in accordance with the provisions hereof.,LOW
"In consideration of the mutual promises and covenants contained herein, the parties agree to the following terms and conditions.",LOW
"In consideration of the mutual promises and covenants contained herein, the parties agree to the following terms and conditions.",LOW
"The term of this Agreement shall begin on the Effective Date and shall continue for a period of [number] years, unless earlier terminated in accordance with the terms of this Agreement.",LOW
"THIS AGREEMENT is entered into on this __ day of ___, 20__ between [Company Name], a corporation organized and existing under the laws of [State], with its principal office located at [Address] (hereinafter referred to as 'Company'), and [Other Party], a [entity type] organized and existing under the laws of [State] (hereinafter referred to as 'Client').",LOW
"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures. The parties waive any right to a jury trial.",MEDIUM
"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT WARRANTY OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT. PROVIDER DISCLAIMS ALL WARRANTIES, EXPRESS OR IMPLIED.",LOW
"THIS AGREEMENT is entered into on this 12 day of January, 2023 between Buyer, a corporation organized under the laws of Illinois, and Seller, a corporation organized under the laws of Illinois.",LOW
The headings in this Agreement are for convenience only and shall not affect the interpretation of this Agreement.,LOW
"In consideration of the payments to be made to the Recipient, as hereinafter provided and agreed to by both the parties, the Recipient shall upon and subject to the said condition execute and complete the contract.",LOW
"Provider may terminate this Agreement immediately, without notice, for any reason or no reason, in its sole discretion, without liability to Customer",LOW
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written, between the parties.",LOW
"No modification, amendment, or waiver of any provision of this Agreement shall be effective unless in writing and signed by both parties.",LOW
"The Lessor shall pay the Lessee the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
"In consideration of the payments to be made to the Company, as hereinafter provided and agreed to by both the parties, the Company shall upon and subject to the said condition execute and complete the contract.",LOW
"Provider will not be liable to Customer or any third party for any modification, suspension, or discontinuation of the Services.",LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
"""Business Day"" means any day that is not a Saturday, Sunday, or other day on which commercial banks in [City, State] are authorized or required by law to remain closed.",LOW
"This Agreement, together with any exhibits, schedules, or attachments attached hereto, constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior and contemporaneous agreements, understandings, negotiations, and communications, whether written or oral, relating to such subject matter.",LOW
"This Agreement shall be governed by and construed in accordance with the laws of [State], without regard to its conflict of law principles.",LOW
"""Agreement"" means this document, including all schedules, exhibits, and appendices attached hereto, as may be amended from time to time.",LOW
"AND whereas the said terms and conditions, specifications as well as the scope of work to be done, as set out in the General Conditions of the contract, have been accepted and signed by the Service Provider",LOW
"The ""Service provider"" shall mean the person or persons, the firm or company who's application for execution of work has been accepted by the Institute and includes the Service provider's legal representatives, his successors and permitted assignees.",LOW
"Any notice required or permitted to be given under this Agreement shall be in writing and shall be deemed to have been given when delivered personally, sent by certified mail, or sent by email to the addresses set forth in this Agreement.",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"Upon termination, each party will return or destroy all Confidential Information of the other party in its possession or control.",LOW
"This Agreement will automatically renew for additional periods equal to the expiring term or one year (whichever is shorter), unless either party gives the other notice of non-renewal at least 30 days before the end of the relevant term. If Customer terminates this Agreement before the end of the then-current term, Customer will remain responsible for all fees payable for the remainder of the term, and Provider may charge Customer a termination fee equal to 75% of the remaining contract value.",HIGH
"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; and (d) any other rights that may be available under applicable law.",LOW
"The Institute shall pay the Service Provider the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
"In consideration of the payments to be made to the Client, as hereinafter provided and agreed to by both the parties, the Client shall upon and subject to the said condition execute and complete the contract.",LOW
IN WITNESS WHEREOF the parties hereto have set their respective hands the day and the year herein above written.,LOW
The parties acknowledge that they have read and understood this Agreement and have had the opportunity to consult with legal counsel before executing this Agreement.,LOW
"WHEREAS Client has decided as per the terms and conditions, specifications and general conditions of the contract, as attached along with this agreement.",LOW
"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures",MEDIUM
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
WHEREAS the Parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"WHEREAS Provider has decided as per the terms and conditions, specifications and general conditions of the contract, as attached along with this agreement.",LOW
"The following terms, when used in this Agreement, shall have the meanings set forth in this Section:",LOW
"All intellectual property rights in and to the Services, including but not limited to copyrights, trademarks, trade secrets, patents, and other proprietary rights, are and will remain the exclusive property of Provider and its licensors",MEDIUM
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"If any provision of this Agreement is held to be invalid, illegal, or unenforceable by a court of competent jurisdiction, the remaining provisions will remain in full force and effect, and the invalid provision will be modified to the minimum extent necessary to make it valid and enforceable.",LOW
"Neither party will be liable for any failure or delay in performance under this Agreement due to circumstances beyond its reasonable control, including but not limited to: acts of God, war, terrorism, riots, embargoes, acts of civil or military authorities, fire, floods, accidents, network or Internet failures, strikes, or shortages of transportation facilities, fuel, energy, labor, or materials.",LOW
"The term of this Agreement shall begin on the Effective Date and shall continue for a period of [number] years, unless earlier terminated in accordance with the terms of this Agreement.",LOW
"In consideration of the mutual promises and covenants contained herein, the parties agree to the following terms and conditions.",LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
"The Company shall pay the Contractor the fees as set forth in Schedule A attached hereto, in accordance with the payment terms specified therein.",MEDIUM
NOW therefore it is hereby agreed as follows:,LOW
NOW therefore it is hereby agreed as follows:,LOW
THIS AGREEMENT has been executed on the date first written above by and between Client (hereinafter called 'client') and Vendor (hereinafter called 'vendor').,LOW
"In this Contract (as hereinafter defined) the following words and expressions shall have meanings hereby assigned to them, except where the context requires otherwise:",LOW
"THIS AGREEMENT is entered into on this 19 day of March, 2021 between Employer, a corporation organized under the laws of Illinois, and Employee, a individual organized under the laws of Illinois.",LOW
The headings in this Agreement are for convenience only and shall not affect the interpretation of this Agreement.,LOW
"In this Contract (as hereinafter defined) the following words and expressions shall have meanings hereby assigned to them, except where the context requires otherwise:",LOW
"All notices required or permitted under this Agreement will be in writing and will be deemed given: (a) when delivered personally; (b) when sent by certified mail (return receipt requested), postage prepaid; (c) when sent by a recognized overnight courier service; or (d) when sent by email (with confirmation of receipt), in each case to the addresses specified in this Agreement.",LOW
"NOW, THEREFORE, the parties hereto, intending to be legally bound, hereby agree as follows:",LOW
"""Effective Date"" means the date on which this Agreement is executed by both parties, as set forth on the signature page hereof.",LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of five (5) years thereafter. Confidential Information will not include information that: (a) is or becomes publicly available through no breach of this Agreement; (b) was rightfully known by the receiving party prior to disclosure; or (c) is rightfully received from a third party without breach of any confidentiality obligation.,MEDIUM
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"Provider reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice. Provider will not be liable to Customer or any third party for any modification, suspension, or discontinuation of the Services.",HIGH
THIS AGREEMENT has been executed on the date first written above by and between Provider (hereinafter called 'provider') and Recipient (hereinafter called 'recipient').,LOW
"NOW, THEREFORE, the parties hereto, intending to be legally bound, hereby agree as follows:",LOW
"AND whereas the Service Provider has agreed to execute, upon and subject to the condition set forth herein, (hereinafter referred to as the said conditions) the work shown in the General Conditions of the Contract",LOW
IN WITNESS WHEREOF the parties hereto have set their respective hands the day and the year herein above written.,LOW
The Institute shall pay the Service Provider such sums as shall become payable hereunder at the time and in the manner specified in the said conditions.,LOW
"""Agreement"" means this document, including all schedules, exhibits, and appendices attached hereto, as may be amended from time to time.",LOW
"NOW, THEREFORE, the parties hereto, intending to be legally bound, hereby agree as follows:",LOW
"This Agreement will be governed by and construed in accordance with the laws of the State of California, without regard to its conflict of law principles.",LOW
WHEREAS the Company is engaged in the business of [business description] and desires to engage the services of the Contractor for [service description].,LOW
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of five (5) years thereafter,MEDIUM
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
"For purposes of this Agreement, the following terms shall have the meanings set forth below:",LOW
The Buyer shall pay the Seller such sums as shall become payable hereunder at the time and in the manner specified in the said conditions.,LOW
IN WITNESS WHEREOF the parties hereto have set their respective hands the day and the year herein above written.,LOW
IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM,LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"THIS AGREEMENT is entered into on this 5 day of December, 2011 between Provider, a limited liability company organized under the laws of Delaware, and Recipient, a partnership organized under the laws of Delaware.",LOW
