doc_id,clause_text,label,explanation
contract_207552,"Provider reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice. Provider shall not be liable to Customer or any third party for any modification, suspension, or discontinuation of the Services. Provider may also impose limits on certain features and services or restrict Customer's access to parts or all of the Services without notice or liability.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_887054,"Provider shall indemnify, defend, and hold harmless Customer and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to: (a) Provider's breach of this Contract; (b) Provider's gross negligence or willful misconduct; (c) any claim that the Services infringe, misappropriate, or violate any third party's intellectual property rights; or (d) Provider's violation of any applicable law, rule, or regulation, in each case without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_668814,"Any breach of the confidentiality obligations set forth in this Agreement will constitute a material breach of this Agreement and will cause Provider irreparable harm. In the event of such breach, Customer will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including without limitation injunctive relief and recovery of all costs and expenses, including reasonable attorneys' fees, incurred by Provider in connection with such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_446420,"Any breach of the confidentiality obligations set forth in this Agreement will constitute a material breach of this Agreement and will cause Provider irreparable harm. In the event of such breach, Customer will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including without limitation injunctive relief and recovery of all costs and expenses, including reasonable attorneys' fees, incurred by Provider in connection with such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_887176,"In the event of any material breach of this Contract by Customer, including without limitation failure to pay any amount when due, Customer shall pay to Supplier, as liquidated damages and not as a penalty, an amount equal to the greater of: (a) 100% of the total fees payable under this Contract, or (b) $500,000. The parties acknowledge that Supplier's actual damages in the event of such breach would be difficult to calculate and that the amount set forth above represents a reasonable estimate of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_250889,"THE SERVICES ARE PROVIDED 'AS IS' AND 'AS AVAILABLE' WITHOUT WARRANTY OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT. PROVIDER DOES NOT WARRANT THAT THE SERVICES WILL BE UNINTERRUPTED, ERROR-FREE, OR COMPLETELY SECURE. TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, PROVIDER DISCLAIMS ALL WARRANTIES, EXPRESS OR IMPLIED.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_838657,"This Agreement will automatically renew for additional periods equal to the expiring term or one year (whichever is shorter), unless either party gives the other notice of non-renewal at least 30 days before the end of the relevant term. If Customer terminates this Agreement before the end of the then-current term, Customer will remain responsible for all fees payable for the remainder of the term, and Provider may charge Customer a termination fee equal to 75% of the remaining contract value.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_131469,"All fees paid by Customer are non-refundable. Customer acknowledges that Provider has no obligation to refund any fees under any circumstances, including but not limited to: (i) termination of this Agreement by either party for any reason; (ii) Customer's dissatisfaction with the Services; (iii) Customer's inability to access or use the Services; (iv) any suspension or termination of Customer's access to the Services; (v) any discontinuation of the Services; or (vi) any other reason. Customer further acknowledges that no credits, reimbursements, or other forms of compensation will be provided.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_594999,"Provider will not be liable for any loss, corruption, or unauthorized access to Company Data, regardless of the cause, including without limitation: (a) system failures or malfunctions; (b) security breaches or cyber attacks; (c) acts of third parties, including hackers; (d) force majeure events; (e) Provider's negligence; or (f) any other cause. Company acknowledges that it is solely responsible for maintaining adequate backups of all Company Data and that Provider has no obligation to maintain, store, or backup Company Data. Provider's liability for any loss of Company Data is expressly excluded.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_455911,"Provider shall indemnify, defend, and hold harmless Client and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to: (a) Provider's breach of this Agreement; (b) Provider's gross negligence or willful misconduct; (c) any claim that the Services infringe, misappropriate, or violate any third party's intellectual property rights; or (d) Provider's violation of any applicable law, rule, or regulation, in each case without limitation or exception.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_605988,"Provider may terminate this Agreement immediately, without notice, for any reason or no reason, in its sole discretion, without liability to Buyer. Upon such termination, Buyer shall immediately cease all use of the Services and return or destroy all Confidential Information. Provider shall not be required to refund any fees paid by Buyer, and Buyer shall remain liable for all fees accrued through the date of termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_526465,"Customer may not assign, transfer, or delegate this Agreement or any of its rights or obligations hereunder without Provider's prior written consent, which may be withheld in Provider's sole and absolute discretion. Any attempted assignment, transfer, or delegation without such consent will be null and void and of no force or effect. Provider may assign this Agreement without Customer's consent.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_909328,"Provider reserves the right to modify the terms and conditions of this Agreement at any time, in its sole discretion, by posting the modified Agreement on Provider's website or by providing notice to Customer via email. Customer's continued use of the Services after such modification will constitute Customer's acceptance of the modified terms. If Customer does not agree to the modified terms, Customer must stop using the Services and terminate this Agreement.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_742573,"Any breach of the confidentiality obligations set forth in this Agreement will constitute a material breach of this Agreement and will cause Provider irreparable harm. In the event of such breach, Company will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including without limitation injunctive relief and recovery of all costs and expenses, including reasonable attorneys' fees, incurred by Provider in connection with such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_471403,"Provider reserves the right to modify the terms and conditions of this Agreement at any time, in its sole discretion, by posting the modified Agreement on Provider's website or by providing notice to Customer via email. Customer's continued use of the Services after such modification shall constitute Customer's acceptance of the modified terms. If Customer does not agree to the modified terms, Customer must stop using the Services and terminate this Agreement.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_398023,"Vendor may terminate this Agreement immediately, without notice, for any reason or no reason, in its sole discretion, without liability to Customer. Upon such termination, Customer will immediately cease all use of the Services and return or destroy all Confidential Information. Vendor will not be required to refund any fees paid by Customer, and Customer will remain liable for all fees accrued through the date of termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_666383,"All fees paid by Licensee are non-refundable. Licensee acknowledges that Provider has no obligation to refund any fees under any circumstances, including but not limited to: (i) termination of this Contract by either party for any reason; (ii) Licensee's dissatisfaction with the Services; (iii) Licensee's inability to access or use the Services; (iv) any suspension or termination of Licensee's access to the Services; (v) any discontinuation of the Services; or (vi) any other reason. Licensee further acknowledges that no credits, reimbursements, or other forms of compensation shall be provided.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_547239,"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, including whether the claims asserted are arbitrable, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures. The arbitration will be conducted by a single arbitrator. The place of arbitration will be New York, New York. The language of the arbitration will be English. Judgment upon the award rendered by the arbitrator may be entered in any court having jurisdiction thereof. The parties waive any right to a jury trial.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_763900,"Provider may terminate this Agreement immediately, without notice, for any reason or no reason, in its sole discretion, without liability to Customer. Upon such termination, Customer will immediately cease all use of the Services and return or destroy all Confidential Information. Provider will not be required to refund any fees paid by Customer, and Customer will remain liable for all fees accrued through the date of termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_446239,"Any breach of the confidentiality obligations set forth in this Agreement will constitute a material breach of this Agreement and will cause Provider irreparable harm. In the event of such breach, Customer will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including without limitation injunctive relief and recovery of all costs and expenses, including reasonable attorneys' fees, incurred by Provider in connection with such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_396754,"All fees paid by Customer are non-refundable. Customer acknowledges that Provider has no obligation to refund any fees under any circumstances, including but not limited to: (i) termination of this Agreement by either party for any reason; (ii) Customer's dissatisfaction with the Services; (iii) Customer's inability to access or use the Services; (iv) any suspension or termination of Customer's access to the Services; (v) any discontinuation of the Services; or (vi) any other reason. Customer further acknowledges that no credits, reimbursements, or other forms of compensation will be provided.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_584481,"This Agreement will be governed by and construed in accordance with the laws of the State of Illinois, without regard to its conflict of law principles. Any legal action or proceeding arising under or relating to this Agreement will be brought exclusively in the federal courts of the United States located in the Southern District of Illinois or the state courts of Illinois located in Illinois County, and each party irrevocably submits to the exclusive jurisdiction and venue of such courts. Each party waives any objection to such jurisdiction and venue.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_757643,"Company may terminate this Agreement immediately, without notice, for any reason or no reason, in its sole discretion, without liability to Customer. Upon such termination, Customer will immediately cease all use of the Services and return or destroy all Confidential Information. Company will not be required to refund any fees paid by Customer, and Customer will remain liable for all fees accrued through the date of termination.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_279611,"This Agreement will automatically renew for additional periods equal to the expiring term or one year (whichever is shorter), unless either party gives the other notice of non-renewal at least 30 days before the end of the relevant term. If Customer terminates this Agreement before the end of the then-current term, Customer will remain responsible for all fees payable for the remainder of the term, and Provider may charge Customer a termination fee equal to 75% of the remaining contract value.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_890020,"Any breach of the confidentiality obligations set forth in this Agreement will constitute a material breach of this Agreement and will cause Provider irreparable harm. In the event of such breach, Purchaser will immediately pay to Provider $1,000,000 as liquidated damages, in addition to any other remedies available to Provider at law or in equity, including without limitation injunctive relief and recovery of all costs and expenses, including reasonable attorneys' fees, incurred by Provider in connection with such breach.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_550692,"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; (d) the right to seek injunctive relief (except as expressly provided herein); and (e) any other rights that may be available under applicable law. This waiver will survive the termination of this Agreement.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_279687,"In the event of any material breach of this Agreement by Customer, including without limitation failure to pay any amount when due, Customer shall pay to Provider, as liquidated damages and not as a penalty, an amount equal to the greater of: (a) 100% of the total fees payable under this Agreement, or (b) $1,000,000. The parties acknowledge that Provider's actual damages in the event of such breach would be difficult to calculate and that the amount set forth above represents a reasonable estimate of such damages.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_456032,"Purchaser's liability to Provider for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort (including negligence), strict liability, or any other legal theory, will be unlimited and will include, without limitation, direct, indirect, incidental, special, consequential, exemplary, and punitive damages, even if Provider has been advised of the possibility of such damages. Purchaser's total liability will not be limited to the fees paid under this Agreement.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_729679,"This Agreement will be governed by and construed in accordance with the laws of the State of New York, without regard to its conflict of law principles. Any legal action or proceeding arising under or relating to this Agreement will be brought exclusively in the federal courts of the United States located in the Southern District of New York or the state courts of New York located in New York County, and each party irrevocably submits to the exclusive jurisdiction and venue of such courts. Each party waives any objection to such jurisdiction and venue.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
contract_463907,"This Contract shall be governed by and construed in accordance with the laws of the State of New York, without regard to its conflict of law principles. Any legal action or proceeding arising under or relating to this Contract shall be brought exclusively in the federal courts of the United States located in the Southern District of New York or the state courts of New York located in New York County, and each party irrevocably submits to the exclusive jurisdiction and venue of such courts. Each party waives any objection to such jurisdiction and venue.",HIGH,"Contains high-risk language including unlimited liability, penalties, automatic renewal, waiver of rights, or other terms that may expose parties to significant legal and financial risk. Review carefully with legal counsel."
