clause_text,label
"Customer's liability to Provider for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort (including negligence), strict liability, or any other legal theory, will be unlimited and will include, without limitation, direct, indirect, incidental, special, consequential, exemplary, and punitive damages.",HIGH
This Agreement shall automatically renew for successive one-year periods unless either party provides written notice of termination at least 60 days prior to the expiration of the then-current term.,MEDIUM
"Tenant is responsible for routine upkeep and minor repairs (e.g., light bulbs, faucets). Landlord will be responsible for major structural, electrical, and plumbing repairs unless damage is caused by Tenant's negligence.",LOW
IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM.,LOW
"Tenant shall be responsible for payment of electricity, water, gas, internet, and any other utilities unless otherwise stated in writing. Shared building services will be charged proportionally when applicable.",LOW
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
"If required by the Landlord, the Tenant shall provide a guarantor who agrees to be jointly and severally liable for all Tenant obligations under this Agreement.",LOW
"Tenant may not remove built-in fixtures, appliances, or cabinetry. Portable furniture or Tenant-installed appliances may be removed provided Tenant repairs any damage caused by removal.",MEDIUM
"In the event of any material breach of this Agreement by Customer, Customer shall pay to Provider, as liquidated damages and not as a penalty, an amount equal to the greater of: (a) 100% of the total fees payable under this Agreement, or (b) $1000000.",HIGH
"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; and (d) any other rights that may be available under applicable law.",HIGH
WHEREAS the parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of 5 years thereafter.,LOW
Both parties agree to keep the terms and conditions of this Agreement confidential and not disclose them to third parties except as required by law or with prior written consent.,LOW
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, pandemics, war, terrorism, or acts of God.",LOW
"Customer's liability to Provider for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort (including negligence), strict liability, or any other legal theory, will be unlimited and will include, without limitation, direct, indirect, incidental, special, consequential, exemplary, and punitive damages.",HIGH
"Tenant is responsible for routine upkeep and minor repairs (e.g., light bulbs, faucets). Landlord will be responsible for major structural, electrical, and plumbing repairs unless damage is caused by Tenant's negligence.",LOW
"The monthly rent for the premises shall be $10000, payable in advance on the first day of each month.",LOW
"If required by the Landlord, the Tenant shall provide a guarantor who agrees to be jointly and severally liable for all Tenant obligations under this Agreement.",LOW
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written.",LOW
"If required by the Landlord, the Tenant shall provide a guarantor who agrees to be jointly and severally liable for all Tenant obligations under this Agreement.",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"If Customer terminates this Agreement before the end of the then-current term, Customer will be responsible for 2% of the remaining fees.",LOW
"THIS AGREEMENT has been made on this 16 day of November, 2022 at New York BETWEEN Client (hereinafter referred to as the 'client') AND Service Provider (hereinafter referred to as the 'service_provider').",LOW
Landlord reserves the right to enter the premises without notice for any reason deemed necessary by Landlord in its sole discretion.,HIGH
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, pandemics, war, terrorism, or acts of God.",LOW
"Tenant may not remove built-in fixtures, appliances, or cabinetry. Portable furniture or Tenant-installed appliances may be removed provided Tenant repairs any damage caused by removal.",MEDIUM
"WHEREAS the Employer is engaged in the business of consulting services and desires to engage the services of the Employee, the parties agree as follows:",LOW
"Customer shall indemnify, defend, and hold harmless Provider and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Customer's breach of this Agreement, without limitation or exception, including claims arising from Provider's own negligence.",HIGH
"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; and (d) any other rights that may be available under applicable law.",HIGH
"The Landlord or their agents may enter the premises at any time, without prior notice, for inspection, repairs, or to show the property to prospective tenants or buyers.",HIGH
"Tenant shall not make any structural alterations, install fixtures, or make improvements without prior written consent of the Landlord. Any approved fixtures affixed by Tenant shall become the property of the Landlord at lease end unless otherwise agreed in writing.",MEDIUM
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written.",LOW
"Late payments will bear interest at the rate of 2% per month or the maximum rate permitted by applicable law, whichever is less.",LOW
"The Company reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice, and without liability to Customer.",MEDIUM
"Late payments will bear interest at the rate of 5% per month or the maximum rate permitted by applicable law, whichever is less.",LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
Both parties agree to keep the terms and conditions of this Agreement confidential and not disclose them to third parties except as required by law or with prior written consent.,LOW
"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; and (d) any other rights that may be available under applicable law.",HIGH
"Customer shall indemnify, defend, and hold harmless Provider and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Customer's breach of this Agreement, without limitation or exception, including claims arising from Provider's own negligence.",HIGH
"WHEREAS the Client is engaged in the business of software development and desires to engage the services of the Service Provider, the parties agree as follows:",LOW
"Tenant agrees to indemnify and hold Landlord harmless from any claims, losses, liabilities, or expenses (including legal fees) arising from Tenant's use of the premises, including claims arising from Landlord's own negligence unless caused by Landlord's willful misconduct.",HIGH
"Tenant may not remove built-in fixtures, appliances, or cabinetry. Portable furniture or Tenant-installed appliances may be removed provided Tenant repairs any damage caused by removal.",MEDIUM
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
This Agreement shall automatically renew for successive one-year periods unless either party provides written notice of termination at least 60 days prior to the expiration of the then-current term.,MEDIUM
"Tenant shall pay a security deposit equal to 3 months' rent. Landlord may deduct for unpaid rent, repairs for damages beyond normal wear and tear, and unpaid utilities. The deposit shall be returned within 30 days after tenancy termination, less any lawful deductions, with an itemized statement.",MEDIUM
Both parties agree to keep the terms and conditions of this Agreement confidential and not disclose them to third parties except as required by law or with prior written consent.,LOW
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of 3 years thereafter.,LOW
Landlord reserves the right to enter the premises without notice for any reason deemed necessary by Landlord in its sole discretion.,HIGH
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"Tenant shall not sublet, assign, or transfer the premises or any part thereof without the prior written consent of the Landlord, which shall not be unreasonably withheld. Any unauthorized subletting shall constitute a breach of this Agreement.",MEDIUM
"Any disputes arising under this Agreement will first be addressed through good faith negotiations between the parties. If such negotiations are unsuccessful within 30 days, the parties agree to submit the dispute to mediation before a mutually agreed mediator.",MEDIUM
"Tenant shall not sublet, assign, or transfer the premises or any part thereof without the prior written consent of the Landlord, which shall not be unreasonably withheld. Any unauthorized subletting shall constitute a breach of this Agreement.",MEDIUM
"In the event of any material breach of this Agreement by Customer, Customer shall pay to Provider, as liquidated damages and not as a penalty, an amount equal to the greater of: (a) 100% of the total fees payable under this Agreement, or (b) $1000000.",HIGH
This Agreement shall automatically renew for successive one-year periods unless either party provides written notice of termination at least 60 days prior to the expiration of the then-current term.,MEDIUM
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written.",LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"Tenant shall be responsible for payment of electricity, water, gas, internet, and any other utilities unless otherwise stated in writing. Shared building services will be charged proportionally when applicable.",LOW
"Either party may terminate this Agreement with 30 days' written notice, and Tenant must vacate immediately upon termination.",HIGH
"A security deposit of $1000 shall be paid by Tenant upon execution of this Agreement. Landlord may apply the deposit to any unpaid rent, damages, or other charges owed by Tenant.",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"A security deposit of $2000 shall be paid by Tenant upon execution of this Agreement. Landlord may apply the deposit to any unpaid rent, damages, or other charges owed by Tenant.",LOW
"THIS AGREEMENT is entered into on this 11 day of March, 2020 between Employer, a corporation organized under the laws of New York, and Employee, a individual organized under the laws of New York.",LOW
"Tenant shall be responsible for payment of electricity, water, gas, internet, and any other utilities unless otherwise stated in writing. Shared building services will be charged proportionally when applicable.",LOW
Both parties agree to keep the terms and conditions of this Agreement confidential and not disclose them to third parties except as required by law or with prior written consent.,LOW
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
"The Company reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice, and without liability to Customer.",MEDIUM
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
"WHEREAS the Client is engaged in the business of consulting services and desires to engage the services of the Service Provider, the parties agree as follows:",LOW
"Tenant shall not make any structural alterations, install fixtures, or make improvements without prior written consent of the Landlord. Any approved fixtures affixed by Tenant shall become the property of the Landlord at lease end unless otherwise agreed in writing.",MEDIUM
"If rent is not received by the 10th, Tenant shall pay a late fee equal to 2% of the monthly rent per week until payment is made, capped at 10% of the monthly rent.",HIGH
"Tenant shall maintain at their expense renter's insurance covering personal property and liability, with minimum liability coverage of INR 25000. Landlord's insurance will not cover Tenant's personal belongings.",LOW
"Customer's liability to Provider for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort (including negligence), strict liability, or any other legal theory, will be unlimited and will include, without limitation, direct, indirect, incidental, special, consequential, exemplary, and punitive damages.",HIGH
"If Customer terminates this Agreement before the end of the then-current term, Customer will be responsible for 5% of the remaining fees.",LOW
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
"No pets are permitted without the Landlord's prior written consent. If permitted, Tenant must pay a refundable pet deposit of 2000 and is responsible for any damage or nuisance caused by the pet.",MEDIUM
IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM.,LOW
"If rent is not received by the 15th, Tenant shall pay a late fee equal to 3% of the monthly rent per week until payment is made, capped at 20% of the monthly rent.",HIGH
This Agreement shall be governed by and construed in accordance with the laws of New York.,LOW
WHEREAS the parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
This Agreement shall be governed by and construed in accordance with the laws of New York.,LOW
This Agreement shall be governed by and construed in accordance with the laws of Maharashtra.,LOW
"THIS AGREEMENT is entered into on this 6 day of May, 2023 between Company, a corporation organized under the laws of New York, and Customer, a partnership organized under the laws of New York.",LOW
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of 3 years thereafter.,LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"THIS AGREEMENT has been made on this 9 day of October, 2023 at Chennai BETWEEN Company (hereinafter referred to as the 'company') AND Customer (hereinafter referred to as the 'customer').",LOW
"All fees paid by Customer are non-refundable. Customer acknowledges that Provider has no obligation to refund any fees under any circumstances, including but not limited to: (i) termination of this Agreement by either party for any reason; (ii) Customer's dissatisfaction with the Services; (iii) Customer's inability to access or use the Services; or (iv) any other reason.",MEDIUM
WHEREAS the parties desire to enter into this Agreement to set forth the terms and conditions governing their business relationship.,LOW
"Provider's total liability for any claims arising out of or relating to this Agreement shall not exceed $1000 or the amount paid by Customer in the 2 months preceding the claim, whichever is less.",LOW
"If Customer terminates this Agreement before the end of the then-current term, Customer will be responsible for 10% of the remaining fees.",LOW
"Tenant shall be responsible for payment of electricity, water, gas, internet, and any other utilities unless otherwise stated in writing. Shared building services will be charged proportionally when applicable.",LOW
"The Landlord or their agents may enter the premises at any time, without prior notice, for inspection, repairs, or to show the property to prospective tenants or buyers.",HIGH
"Any disputes arising under this Agreement will first be addressed through good faith negotiations between the parties. If such negotiations are unsuccessful within 45 days, the parties agree to submit the dispute to mediation before a mutually agreed mediator.",MEDIUM
Provider may unilaterally amend this Agreement at any time by posting the modified Agreement on its website. Customer's continued use constitutes acceptance.,LOW
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written.",LOW
"No pets are permitted without the Landlord's prior written consent. If permitted, Tenant must pay a refundable pet deposit of 1000 and is responsible for any damage or nuisance caused by the pet.",MEDIUM
"THIS AGREEMENT has been made on this 28 day of January, 2021 at New York BETWEEN Employer (hereinafter referred to as the 'employer') AND Employee (hereinafter referred to as the 'employee').",LOW
"If required by the Landlord, the Tenant shall provide a guarantor who agrees to be jointly and severally liable for all Tenant obligations under this Agreement.",LOW
"Customer's liability to Provider for any claims, damages, losses, or expenses arising out of or relating to this Agreement or the Services, whether based on contract, tort (including negligence), strict liability, or any other legal theory, will be unlimited and will include, without limitation, direct, indirect, incidental, special, consequential, exemplary, and punitive damages.",HIGH
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of 3 years thereafter.,LOW
"No pets are permitted without the Landlord's prior written consent. If permitted, Tenant must pay a refundable pet deposit of 2000 and is responsible for any damage or nuisance caused by the pet.",MEDIUM
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"Customer hereby waives, to the fullest extent permitted by applicable law, any and all rights it may have against Provider, including without limitation: (a) the right to a trial by jury; (b) the right to participate in a class action lawsuit; (c) the right to seek punitive or exemplary damages; and (d) any other rights that may be available under applicable law.",HIGH
"Provider's total liability for any claims arising out of or relating to this Agreement shall not exceed $2000 or the amount paid by Customer in the 3 months preceding the claim, whichever is less.",LOW
"If required by the Landlord, the Tenant shall provide a guarantor who agrees to be jointly and severally liable for all Tenant obligations under this Agreement.",LOW
"The monthly rent for the premises shall be $15000, payable in advance on the first day of each month.",LOW
This Agreement shall be governed by and construed in accordance with the laws of New York.,LOW
Both parties agree to keep the terms and conditions of this Agreement confidential and not disclose them to third parties except as required by law or with prior written consent.,LOW
"Any disputes arising under this Agreement will first be addressed through good faith negotiations between the parties. If such negotiations are unsuccessful within 45 days, the parties agree to submit the dispute to mediation before a mutually agreed mediator.",MEDIUM
"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures. The parties waive any right to a jury trial.",MEDIUM
"The monthly rent for the premises shall be $30000, payable in advance on the first day of each month.",LOW
"Any dispute arising under this Agreement shall be resolved exclusively by the courts located in New York, Maharashtra. The prevailing party shall be entitled to recover reasonable attorneys' fees and costs.",HIGH
IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM.,LOW
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, pandemics, war, terrorism, or acts of God.",LOW
"All fees paid by Customer are non-refundable. Customer acknowledges that Provider has no obligation to refund any fees under any circumstances, including but not limited to: (i) termination of this Agreement by either party for any reason; (ii) Customer's dissatisfaction with the Services; (iii) Customer's inability to access or use the Services; or (iv) any other reason.",MEDIUM
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, or pandemics.",LOW
"Provider's total liability for any claims arising out of or relating to this Agreement shall not exceed $1000 or the amount paid by Customer in the 3 months preceding the claim, whichever is less.",LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",LOW
"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures. The parties waive any right to a jury trial.",MEDIUM
"Neither party shall be liable for delays or failures to perform due to events beyond their reasonable control, including natural disasters, government actions, pandemics, war, terrorism, or acts of God.",LOW
"Any disputes arising under this Agreement will first be addressed through good faith negotiations between the parties. If such negotiations are unsuccessful within 90 days, the parties agree to submit the dispute to mediation before a mutually agreed mediator.",MEDIUM
"Customer shall indemnify, defend, and hold harmless Provider and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Customer's breach of this Agreement, without limitation or exception, including claims arising from Provider's own negligence.",HIGH
