clause_text,label
"THIS EMPLOYMENT AGREEMENT is entered into on 28 March, 2022 at Jaipur, India BETWEEN ABC Technologies Pvt. Ltd., a company incorporated under the Companies Act, 2013, having its registered office at 123 MG Road, Hyderabad, West Bengal 400001 (hereinafter referred to as the 'Employer') AND Ms. Sneha Reddy, residing at 123 MG Road, Hyderabad, West Bengal 400001 (hereinafter referred to as the 'Employee').",LOW
The Tenant shall pay monthly rent of INR 20000 on or before the 5th day of each calendar month by bank transfer to the Landlord's designated account. Late payments after the 5th will incur applicable fees as set out below.,LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. This Agreement may be executed and delivered by facsimile or electronic transmission.",LOW
"The Buyer agrees to purchase from the Seller, and the Seller agrees to sell to the Buyer, the goods described in Schedule A (the 'Goods') for a total purchase price of INR 15000, inclusive of all taxes as applicable under Indian law.",LOW
"Provider reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice. Provider will not be liable to Customer or any third party for any modification, suspension, or discontinuation of the Services.",HIGH
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"WHEREAS the Client desires to engage the Service Provider to provide consulting services services, and the Service Provider is willing to provide such services, the parties agree as follows:",LOW
Either party may terminate this Agreement upon 30 days' prior written notice to the other party if the other party materially breaches this Agreement and fails to cure such breach within such 30-day period.,HIGH
"THIS NON-DISCLOSURE AGREEMENT is entered into on 14 March, 2022 at Hyderabad, India BETWEEN ABC Corporation (hereinafter referred to as the 'Disclosing Party') AND Consulting Firm (hereinafter referred to as the 'Receiving Party').",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
Title to the Goods shall pass to the Buyer upon delivery to the Buyer's designated location. Risk of loss shall pass to the Buyer upon delivery.,LOW
"Subject to the terms and conditions of this Agreement, the Licensor hereby grants to the Licensee a non-exclusive, non-transferable license to use the Software described in Schedule A for the term specified herein.",LOW
"THIS AGREEMENT is entered into on this __ day of ___, 20__ between [Company Name], a corporation organized and existing under the laws of [State], with its principal office located at [Address] (hereinafter referred to as 'Company'), and [Other Party], a [entity type] organized and existing under the laws of [State] (hereinafter referred to as 'Client').",LOW
The capital contribution of each Partner shall be as set forth in Schedule B attached hereto. Profits and losses shall be shared equally among the Partners unless otherwise agreed.,LOW
"This Agreement may be executed in counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. This Agreement may be executed and delivered by facsimile or electronic transmission.",LOW
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written.",LOW
"The Tenant shall pay a security deposit equal to two months' rent. The Landlord may deduct for unpaid rent, repairs for damages beyond normal wear and tear, and unpaid utilities. The deposit shall be returned within 30 days after tenancy termination, less any lawful deductions, with an itemized statement.",MEDIUM
"The name of the partnership firm shall be 'ABC & Associates' and the principal place of business shall be at 123 MG Road, Bangalore, Delhi 400001, Mumbai, Maharashtra, India.",LOW
"Provider reserves the right, in its sole discretion, to modify, suspend, or discontinue the Services (or any part thereof) at any time, with or without notice. Provider will not be liable to Customer or any third party for any modification, suspension, or discontinuation of the Services.",HIGH
"THIS PURCHASE AGREEMENT is entered into on 20 March, 2024 at Jaipur, India BETWEEN ABC Traders, having its registered office at 123 MG Road, Pune, Tamil Nadu 400001 (hereinafter referred to as the 'Buyer') AND Supply Chain Solutions, having its registered office at 123 MG Road, Pune, Tamil Nadu 400001 (hereinafter referred to as the 'Seller').",LOW
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
"THIS SERVICE AGREEMENT is made on 9 September, 2021 at Jaipur, India BETWEEN XYZ Industries, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Client') AND Consulting Solutions, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Service Provider').",LOW
"Provider shall indemnify, defend, and hold harmless Customer and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Provider's breach of this Agreement, without limitation or exception, including claims arising from Provider's own negligence.",HIGH
Each party agrees to maintain the confidentiality of all Confidential Information received from the other party during the term of this Agreement and for a period of five (5) years thereafter.,LOW
"WHEREAS the Landlord is the absolute owner of the property situated at 456 Commercial Street, Mumbai, Gujarat 500001, Pune, West Bengal, India, and the Tenant desires to take the said property on rent, the parties agree as follows:",LOW
IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM.,LOW
The Landlord reserves the right to modify or amend any term of this Agreement at any time by providing written notice to the Tenant; such modifications shall become effective 14 days after notice is given.,HIGH
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"The Tenant shall pay a security deposit equal to two months' rent. The Landlord may deduct for unpaid rent, repairs for damages beyond normal wear and tear, and unpaid utilities. The deposit shall be returned within 30 days after tenancy termination, less any lawful deductions, with an itemized statement.",MEDIUM
"THIS SERVICE AGREEMENT is made on 9 September, 2021 at Jaipur, India BETWEEN XYZ Industries, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Client') AND Consulting Solutions, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Service Provider').",LOW
"This Agreement shall be governed by and construed in accordance with the laws of India. Any disputes arising out of or in connection with this Agreement shall be subject to the exclusive jurisdiction of the courts in Bangalore, Tamil Nadu, India.",HIGH
"The Landlord or their agents may enter the premises at any time, without prior notice, for inspection, repairs, or to show the property to prospective tenants or buyers. Tenant shall not unreasonably withhold access.",HIGH
IN NO EVENT WILL EITHER PARTY'S LIABILITY UNDER THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER TO PROVIDER IN THE TWELVE (12) MONTHS PRECEDING THE CLAIM.,LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
"The Employee's employment with the Employer shall commence on 7 October, 2021 and shall continue until terminated in accordance with the terms of this Agreement. The Employee shall be employed in the position of Software Engineer and shall report to VP.",LOW
"Provider shall indemnify, defend, and hold harmless Customer and its officers, directors, employees, agents, affiliates, successors, and assigns from and against any and all claims, demands, losses, costs, expenses, damages, judgments, penalties, interest, and liabilities (including, without limitation, reasonable attorneys' fees and costs) arising out of or relating to Provider's breach of this Agreement, without limitation or exception, including claims arising from Provider's own negligence.",HIGH
"THIS PURCHASE AGREEMENT is entered into on 20 March, 2024 at Jaipur, India BETWEEN ABC Traders, having its registered office at 123 MG Road, Pune, Tamil Nadu 400001 (hereinafter referred to as the 'Buyer') AND Supply Chain Solutions, having its registered office at 123 MG Road, Pune, Tamil Nadu 400001 (hereinafter referred to as the 'Seller').",LOW
WHEREAS the Company is engaged in the business of [business description] and desires to engage the services of the Contractor for [service description].,LOW
"Any dispute arising under this Agreement shall be resolved exclusively by the courts located in Bangalore, Rajasthan, India. The prevailing party shall be entitled to recover reasonable attorneys' fees and costs.",HIGH
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"This Agreement will automatically renew for additional periods equal to the expiring term or one year (whichever is shorter), unless either party gives the other notice of non-renewal at least 30 days before the end of the relevant term. If Customer terminates this Agreement before the end of the then-current term, Customer will remain responsible for all fees payable for the remainder of the term, and Provider may charge Customer a termination fee equal to 75% of the remaining contract value.",MEDIUM
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
"WHEREAS the Landlord is the absolute owner of the property situated at 456 Commercial Street, Mumbai, Gujarat 500001, Pune, West Bengal, India, and the Tenant desires to take the said property on rent, the parties agree as follows:",LOW
WHEREAS the Company is engaged in the business of [business description] and desires to engage the services of the Contractor for [service description].,LOW
"This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof and supersedes all prior agreements, understandings, negotiations, and discussions, whether oral or written.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"THIS RENTAL AGREEMENT is made on this 13 day of August, 2022 at Kolkata, India BETWEEN Mr. Rajesh Kumar, residing at 789 Business Park, Bangalore, Karnataka 600001 (hereinafter referred to as the 'Landlord') AND XYZ Corporation, residing at 789 Business Park, Bangalore, Karnataka 600001 (hereinafter referred to as the 'Tenant').",LOW
"THIS RENTAL AGREEMENT is made on this 13 day of August, 2022 at Kolkata, India BETWEEN Mr. Rajesh Kumar, residing at 789 Business Park, Bangalore, Karnataka 600001 (hereinafter referred to as the 'Landlord') AND XYZ Corporation, residing at 789 Business Park, Bangalore, Karnataka 600001 (hereinafter referred to as the 'Tenant').",LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
Either party may terminate this Agreement upon 30 days' prior written notice to the other party if the other party materially breaches this Agreement and fails to cure such breach within such 30-day period.,HIGH
"The Landlord or their agents may enter the premises at any time, without prior notice, for inspection, repairs, or to show the property to prospective tenants or buyers. Tenant shall not unreasonably withhold access.",HIGH
"Tenant agrees to indemnify and hold Landlord harmless from any claims, losses, liabilities, or expenses (including legal fees) arising from Tenant's use of the premises, including claims arising from Landlord's own negligence unless caused by Landlord's willful misconduct.",HIGH
"The Employee agrees to maintain strict confidentiality of all proprietary information, trade secrets, and confidential data of the Employer during and after the term of employment.",LOW
"The Licensee agrees to pay license fees as set forth in Schedule B, payable in advance on an annual basis. All fees are exclusive of applicable GST.",LOW
"All notices required or permitted under this Agreement shall be in writing and shall be deemed given when delivered personally, sent by registered post, or sent by email to the addresses specified in this Agreement.",MEDIUM
The Tenant shall pay monthly rent of INR 20000 on or before the 5th day of each calendar month by bank transfer to the Landlord's designated account. Late payments after the 5th will incur applicable fees as set out below.,LOW
"The Client agrees to pay the Service Provider fees as set forth in Schedule B attached hereto, payable within 30 days of receipt of invoice. All amounts are exclusive of applicable GST as per Indian tax laws.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
Either party may terminate this Agreement upon 30 days' prior written notice to the other party if the other party materially breaches this Agreement and fails to cure such breach within such 30-day period.,HIGH
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
"WHEREAS the Landlord is the absolute owner of the property situated at 456 Commercial Street, Mumbai, Gujarat 500001, Pune, West Bengal, India, and the Tenant desires to take the said property on rent, the parties agree as follows:",LOW
WHEREAS the Company is engaged in the business of [business description] and desires to engage the services of the Contractor for [service description].,LOW
WHEREAS the Company is engaged in the business of [business description] and desires to engage the services of the Contractor for [service description].,LOW
WHEREAS the Company is engaged in the business of [business description] and desires to engage the services of the Contractor for [service description].,LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"For purposes of this Agreement, 'Confidential Information' shall mean all non-public, proprietary, or confidential information disclosed by the Disclosing Party to the Receiving Party, including but not limited to business plans, financial information, technical data, and customer lists.",LOW
"THIS RENTAL AGREEMENT is made on this 13 day of August, 2022 at Kolkata, India BETWEEN Mr. Rajesh Kumar, residing at 789 Business Park, Bangalore, Karnataka 600001 (hereinafter referred to as the 'Landlord') AND XYZ Corporation, residing at 789 Business Park, Bangalore, Karnataka 600001 (hereinafter referred to as the 'Tenant').",LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"THIS SERVICE AGREEMENT is made on 9 September, 2021 at Jaipur, India BETWEEN XYZ Industries, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Client') AND Consulting Solutions, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Service Provider').",LOW
"THIS SERVICE AGREEMENT is made on 9 September, 2021 at Jaipur, India BETWEEN XYZ Industries, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Client') AND Consulting Solutions, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Service Provider').",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"The Receiving Party agrees to hold and maintain the Confidential Information in strict confidence and not to disclose it to any third party without the prior written consent of the Disclosing Party, except as required by applicable Indian law.",LOW
"The Receiving Party agrees to hold and maintain the Confidential Information in strict confidence and not to disclose it to any third party without the prior written consent of the Disclosing Party, except as required by applicable Indian law.",LOW
"The Receiving Party agrees to hold and maintain the Confidential Information in strict confidence and not to disclose it to any third party without the prior written consent of the Disclosing Party, except as required by applicable Indian law.",LOW
"The Receiving Party agrees to hold and maintain the Confidential Information in strict confidence and not to disclose it to any third party without the prior written consent of the Disclosing Party, except as required by applicable Indian law.",LOW
"Any dispute arising under this Agreement shall be resolved exclusively by the courts located in Bangalore, Rajasthan, India. The prevailing party shall be entitled to recover reasonable attorneys' fees and costs.",HIGH
"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures. The parties waive any right to a jury trial.",MEDIUM
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
"THIS SERVICE AGREEMENT is made on 9 September, 2021 at Jaipur, India BETWEEN XYZ Industries, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Client') AND Consulting Solutions, a partnership having its office at 456 Commercial Street, Ahmedabad, Rajasthan 500001 (hereinafter referred to as the 'Service Provider').",LOW
"The Tenant shall pay a security deposit equal to two months' rent. The Landlord may deduct for unpaid rent, repairs for damages beyond normal wear and tear, and unpaid utilities. The deposit shall be returned within 30 days after tenancy termination, less any lawful deductions, with an itemized statement.",MEDIUM
"Any dispute, controversy, or claim arising out of or relating to this Agreement, including the formation, interpretation, breach, or termination thereof, will be referred to and finally determined by arbitration in accordance with the JAMS Comprehensive Arbitration Rules and Procedures. The parties waive any right to a jury trial.",MEDIUM
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"Any dispute arising under this Agreement shall be resolved exclusively by the courts located in Bangalore, Rajasthan, India. The prevailing party shall be entitled to recover reasonable attorneys' fees and costs.",HIGH
"NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein, the parties agree as follows:",LOW
"All notices required or permitted under this Agreement shall be in writing and shall be deemed given when delivered personally, sent by registered post, or sent by email to the addresses specified in this Agreement.",MEDIUM
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"WHEREAS the Landlord is the absolute owner of the property situated at 456 Commercial Street, Mumbai, Gujarat 500001, Pune, West Bengal, India, and the Tenant desires to take the said property on rent, the parties agree as follows:",LOW
"THIS PARTNERSHIP DEED is executed on 18 July, 2024 at Ahmedabad, India BETWEEN the partners whose names, addresses, and signatures are set forth in Schedule A attached hereto.",LOW
Landlord may terminate this Agreement with 30 days' written notice if Landlord intends to sell the property or commence redevelopment; Tenant shall vacate the premises by the termination date.,HIGH
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"THIS SOFTWARE LICENSE AGREEMENT is entered into on 23 February, 2021 at Ahmedabad, India BETWEEN Software Solutions India, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensor') AND Corporate Clients, a company incorporated under the Companies Act, 2013 (hereinafter referred to as the 'Licensee').",LOW
"The Employee's employment with the Employer shall commence on 7 October, 2021 and shall continue until terminated in accordance with the terms of this Agreement. The Employee shall be employed in the position of Software Engineer and shall report to VP.",LOW
Title to the Goods shall pass to the Buyer upon delivery to the Buyer's designated location. Risk of loss shall pass to the Buyer upon delivery.,LOW
"The Receiving Party agrees to hold and maintain the Confidential Information in strict confidence and not to disclose it to any third party without the prior written consent of the Disclosing Party, except as required by applicable Indian law.",LOW
"The Receiving Party agrees to hold and maintain the Confidential Information in strict confidence and not to disclose it to any third party without the prior written consent of the Disclosing Party, except as required by applicable Indian law.",LOW
